PrimaryKey,NameKey,DescKey,Group,icon,Order,Category,Type,OperationType,RangeType,Value,ValueMin,ValueMax,Duration,MaxStackCount,WaitTime,Inteval,PrefabFX
705791059,1879048488,NaN,1147987,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705963091,1879048489,NaN,1320019,ICON_EFFECT_AP2B,1,1,66,3,5,0.35,0.15,0.55,0,1,0,0,
705967187,1879048490,NaN,1324115,ICON_EFFECT_AP2E,1,1,67,3,5,0.35,0.15,0.55,0,1,0,0,
705958995,1879048491,NaN,1315923,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.175,0.1,0.25,0,1,0,0,
705761620,1879048474,NaN,1118548,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.25,0.05,0.45,0,1,0,0,
705782100,1879048476,NaN,1139028,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,7000,4000,10000,0,1,0,0,
705798484,1879048477,NaN,1155412,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0.25,0.05,0.45,0,1,0,0,
705765716,1879048478,NaN,1122644,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700180,1879048479,NaN,1057108,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705810772,1879048480,NaN,1167700,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.5,0.1,0.9,0,1,0,0,
705892692,1879048481,NaN,1249620,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,3,2,4,0,1,0,0,
705896788,1879048482,NaN,1253716,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,13000,11000,15000,0,1,0,0,
705786196,1879048483,NaN,1143124,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.15,0.1,0.2,0,1,0,0,
705818964,1879048484,NaN,1175892,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0.2,0.1,0.3,0,1,0,0,
705814868,1879048485,NaN,1171796,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705769812,1879048486,NaN,1126740,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708372,1879048487,NaN,1065300,ICON_EFFECT_AIMTIME,1,1,4,2,1,-0.3,-0.5,-0.1,0,1,0,0,
705790292,1879048488,NaN,1147220,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962324,1879048489,NaN,1319252,ICON_EFFECT_AP2B,1,1,66,3,5,0.35,0.15,0.55,0,1,0,0,
705966420,1879048490,NaN,1323348,ICON_EFFECT_AP2E,1,1,67,3,5,0.35,0.15,0.55,0,1,0,0,
705958228,1879048491,NaN,1315156,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.175,0.1,0.25,0,1,0,0,
705761876,1879048474,NaN,1118804,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.25,0.05,0.45,0,1,0,0,
705782356,1879048476,NaN,1139284,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,7000,4000,10000,0,1,0,0,
705798740,1879048477,NaN,1155668,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0.25,0.05,0.45,0,1,0,0,
705765972,1879048478,NaN,1122900,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700436,1879048479,NaN,1057364,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811028,1879048480,NaN,1167956,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.5,0.1,0.9,0,1,0,0,
705892948,1879048481,NaN,1249876,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,3,2,4,0,1,0,0,
705897044,1879048482,NaN,1253972,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,13000,11000,15000,0,1,0,0,
705786452,1879048483,NaN,1143380,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.15,0.1,0.2,0,1,0,0,
705819220,1879048484,NaN,1176148,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0.2,0.1,0.3,0,1,0,0,
705815124,1879048485,NaN,1172052,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770068,1879048486,NaN,1126996,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708628,1879048487,NaN,1065556,ICON_EFFECT_AIMTIME,1,1,4,2,1,-0.3,-0.5,-0.1,0,1,0,0,
705790548,1879048488,NaN,1147476,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962580,1879048489,NaN,1319508,ICON_EFFECT_AP2B,1,1,66,3,5,0.35,0.15,0.55,0,1,0,0,
705966676,1879048490,NaN,1323604,ICON_EFFECT_AP2E,1,1,67,3,5,0.35,0.15,0.55,0,1,0,0,
705958484,1879048491,NaN,1315412,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.175,0.1,0.25,0,1,0,0,
705762132,1879048474,NaN,1119060,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.25,0.05,0.45,0,1,0,0,
705782612,1879048476,NaN,1139540,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,7000,4000,10000,0,1,0,0,
705798996,1879048477,NaN,1155924,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0.25,0.05,0.45,0,1,0,0,
705766228,1879048478,NaN,1123156,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700692,1879048479,NaN,1057620,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811284,1879048480,NaN,1168212,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.5,0.1,0.9,0,1,0,0,
705893204,1879048481,NaN,1250132,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,3,2,4,0,1,0,0,
705897300,1879048482,NaN,1254228,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,13000,11000,15000,0,1,0,0,
705786708,1879048483,NaN,1143636,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.15,0.1,0.2,0,1,0,0,
705819476,1879048484,NaN,1176404,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0.2,0.1,0.3,0,1,0,0,
705815380,1879048485,NaN,1172308,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770324,1879048486,NaN,1127252,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708884,1879048487,NaN,1065812,ICON_EFFECT_AIMTIME,1,1,4,2,1,-0.3,-0.5,-0.1,0,1,0,0,
705790804,1879048488,NaN,1147732,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962836,1879048489,NaN,1319764,ICON_EFFECT_AP2B,1,1,66,3,5,0.35,0.15,0.55,0,1,0,0,
705966932,1879048490,NaN,1323860,ICON_EFFECT_AP2E,1,1,67,3,5,0.35,0.15,0.55,0,1,0,0,
705958740,1879048491,NaN,1315668,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.175,0.1,0.25,0,1,0,0,
705762388,1879048474,NaN,1119316,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.25,0.05,0.45,0,1,0,0,
705782868,1879048476,NaN,1139796,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,7000,4000,10000,0,1,0,0,
705799252,1879048477,NaN,1156180,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0.25,0.05,0.45,0,1,0,0,
705766484,1879048478,NaN,1123412,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700948,1879048479,NaN,1057876,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811540,1879048480,NaN,1168468,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.5,0.1,0.9,0,1,0,0,
705893460,1879048481,NaN,1250388,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,3,2,4,0,1,0,0,
705897556,1879048482,NaN,1254484,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,13000,11000,15000,0,1,0,0,
705786964,1879048483,NaN,1143892,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.15,0.1,0.2,0,1,0,0,
705819732,1879048484,NaN,1176660,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0.2,0.1,0.3,0,1,0,0,
705815636,1879048485,NaN,1172564,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770580,1879048486,NaN,1127508,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705709140,1879048487,NaN,1066068,ICON_EFFECT_AIMTIME,1,1,4,2,1,-0.3,-0.5,-0.1,0,1,0,0,
705791060,1879048488,NaN,1147988,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705963092,1879048489,NaN,1320020,ICON_EFFECT_AP2B,1,1,66,3,5,0.35,0.15,0.55,0,1,0,0,
705967188,1879048490,NaN,1324116,ICON_EFFECT_AP2E,1,1,67,3,5,0.35,0.15,0.55,0,1,0,0,
705958996,1879048491,NaN,1315924,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.175,0.1,0.25,0,1,0,0,
706233685,1879048702,NaN,1590613,ICON_EFFECT_APRANGE,1,1,132,2,1,1,0.8,1.1,0,1,0,0,
705762645,1879048474,NaN,1119573,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.25,0.05,0.45,0,1,0,0,
705783125,1879048476,NaN,1140053,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,7000,4000,10000,0,1,0,0,
705799509,1879048477,NaN,1156437,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0.25,0.05,0.45,0,1,0,0,
705766741,1879048478,NaN,1123669,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705701205,1879048479,NaN,1058133,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811797,1879048480,NaN,1168725,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.5,0.1,0.9,0,1,0,0,
705893717,1879048481,NaN,1250645,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,3,2,4,0,1,0,0,
705897813,1879048482,NaN,1254741,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,13000,11000,15000,0,1,0,0,
705787221,1879048483,NaN,1144149,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.15,0.1,0.2,0,1,0,0,
705819989,1879048484,NaN,1176917,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0.2,0.1,0.3,0,1,0,0,
705815893,1879048485,NaN,1172821,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770837,1879048486,NaN,1127765,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705709397,1879048487,NaN,1066325,ICON_EFFECT_AIMTIME,1,1,4,2,1,-0.3,-0.5,-0.1,0,1,0,0,
705791317,1879048488,NaN,1148245,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705963349,1879048489,NaN,1320277,ICON_EFFECT_AP2B,1,1,66,3,5,0.35,0.15,0.55,0,1,0,0,
705967445,1879048490,NaN,1324373,ICON_EFFECT_AP2E,1,1,67,3,5,0.35,0.15,0.55,0,1,0,0,
705959253,1879048491,NaN,1316181,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.175,0.1,0.25,0,1,0,0,
705761649,1879048474,NaN,1118577,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.1,0.05,0.15,0,1,0,0,
705782129,1879048476,NaN,1139057,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,5000,7000,0,1,0,0,
705798513,1879048477,NaN,1155441,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705765745,1879048478,NaN,1122673,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700209,1879048479,NaN,1057137,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705810801,1879048480,NaN,1167729,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0,0,0,0,1,0,0,
705892721,1879048481,NaN,1249649,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,0,0,0,0,1,0,0,
705896817,1879048482,NaN,1253745,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,50000,45000,55000,0,1,0,0,
705786225,1879048483,NaN,1143153,ICON_EFFECT_ACCURACY,1,1,23,2,1,0,0,0,0,1,0,0,
705818993,1879048484,NaN,1175921,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705814897,1879048485,NaN,1171825,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0,0,0,0,1,0,0,
705769841,1879048486,NaN,1126769,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708401,1879048487,NaN,1065329,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790321,1879048488,NaN,1147249,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0.3,0.15,0.45,0,1,0,0,
705962353,1879048489,NaN,1319281,ICON_EFFECT_AP2B,1,1,66,3,5,0.15,0.1,0.2,0,1,0,0,
705966449,1879048490,NaN,1323377,ICON_EFFECT_AP2E,1,1,67,3,5,0.15,0.1,0.2,0,1,0,0,
705958257,1879048491,NaN,1315185,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.075,0.05,0.1,0,1,0,0,
705761905,1879048474,NaN,1118833,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.1,0.05,0.15,0,1,0,0,
705782385,1879048476,NaN,1139313,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,5000,7000,0,1,0,0,
705798769,1879048477,NaN,1155697,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705766001,1879048478,NaN,1122929,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700465,1879048479,NaN,1057393,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811057,1879048480,NaN,1167985,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0,0,0,0,1,0,0,
705892977,1879048481,NaN,1249905,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,0,0,0,0,1,0,0,
705897073,1879048482,NaN,1254001,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,50000,45000,55000,0,1,0,0,
705786481,1879048483,NaN,1143409,ICON_EFFECT_ACCURACY,1,1,23,2,1,0,0,0,0,1,0,0,
705819249,1879048484,NaN,1176177,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815153,1879048485,NaN,1172081,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0,0,0,0,1,0,0,
705770097,1879048486,NaN,1127025,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708657,1879048487,NaN,1065585,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790577,1879048488,NaN,1147505,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0.3,0.15,0.45,0,1,0,0,
705962609,1879048489,NaN,1319537,ICON_EFFECT_AP2B,1,1,66,3,5,0.15,0.1,0.2,0,1,0,0,
705966705,1879048490,NaN,1323633,ICON_EFFECT_AP2E,1,1,67,3,5,0.15,0.1,0.2,0,1,0,0,
705958513,1879048491,NaN,1315441,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.075,0.05,0.1,0,1,0,0,
705762161,1879048474,NaN,1119089,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.1,0.05,0.15,0,1,0,0,
705782641,1879048476,NaN,1139569,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,5000,7000,0,1,0,0,
705799025,1879048477,NaN,1155953,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705766257,1879048478,NaN,1123185,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700721,1879048479,NaN,1057649,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811313,1879048480,NaN,1168241,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0,0,0,0,1,0,0,
705893233,1879048481,NaN,1250161,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,0,0,0,0,1,0,0,
705897329,1879048482,NaN,1254257,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,50000,45000,55000,0,1,0,0,
705786737,1879048483,NaN,1143665,ICON_EFFECT_ACCURACY,1,1,23,2,1,0,0,0,0,1,0,0,
705819505,1879048484,NaN,1176433,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815409,1879048485,NaN,1172337,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0,0,0,0,1,0,0,
705770353,1879048486,NaN,1127281,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708913,1879048487,NaN,1065841,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790833,1879048488,NaN,1147761,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0.3,0.15,0.45,0,1,0,0,
705962865,1879048489,NaN,1319793,ICON_EFFECT_AP2B,1,1,66,3,5,0.15,0.1,0.2,0,1,0,0,
705966961,1879048490,NaN,1323889,ICON_EFFECT_AP2E,1,1,67,3,5,0.15,0.1,0.2,0,1,0,0,
705958769,1879048491,NaN,1315697,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.075,0.05,0.1,0,1,0,0,
705762417,1879048474,NaN,1119345,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.1,0.05,0.15,0,1,0,0,
705782897,1879048476,NaN,1139825,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,5000,7000,0,1,0,0,
705799281,1879048477,NaN,1156209,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705766513,1879048478,NaN,1123441,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700977,1879048479,NaN,1057905,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811569,1879048480,NaN,1168497,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0,0,0,0,1,0,0,
705893489,1879048481,NaN,1250417,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,0,0,0,0,1,0,0,
705897585,1879048482,NaN,1254513,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,50000,45000,55000,0,1,0,0,
705786993,1879048483,NaN,1143921,ICON_EFFECT_ACCURACY,1,1,23,2,1,0,0,0,0,1,0,0,
705819761,1879048484,NaN,1176689,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815665,1879048485,NaN,1172593,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0,0,0,0,1,0,0,
705770609,1879048486,NaN,1127537,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705709169,1879048487,NaN,1066097,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705791089,1879048488,NaN,1148017,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0.3,0.15,0.45,0,1,0,0,
705963121,1879048489,NaN,1320049,ICON_EFFECT_AP2B,1,1,66,3,5,0.15,0.1,0.2,0,1,0,0,
705967217,1879048490,NaN,1324145,ICON_EFFECT_AP2E,1,1,67,3,5,0.15,0.1,0.2,0,1,0,0,
705959025,1879048491,NaN,1315953,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.075,0.05,0.1,0,1,0,0,
705761650,1879048474,NaN,1118578,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.1,0.05,0.15,0,1,0,0,
705782130,1879048476,NaN,1139058,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,5000,7000,0,1,0,0,
705798514,1879048477,NaN,1155442,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705765746,1879048478,NaN,1122674,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700210,1879048479,NaN,1057138,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705810802,1879048480,NaN,1167730,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0,0,0,0,1,0,0,
705892722,1879048481,NaN,1249650,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,0,0,0,0,1,0,0,
705896818,1879048482,NaN,1253746,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,50000,45000,55000,0,1,0,0,
705786226,1879048483,NaN,1143154,ICON_EFFECT_ACCURACY,1,1,23,2,1,0,0,0,0,1,0,0,
705818994,1879048484,NaN,1175922,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705814898,1879048485,NaN,1171826,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0,0,0,0,1,0,0,
705769842,1879048486,NaN,1126770,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708402,1879048487,NaN,1065330,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790322,1879048488,NaN,1147250,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0.3,0.15,0.45,0,1,0,0,
705962354,1879048489,NaN,1319282,ICON_EFFECT_AP2B,1,1,66,3,5,0.15,0.1,0.2,0,1,0,0,
705966450,1879048490,NaN,1323378,ICON_EFFECT_AP2E,1,1,67,3,5,0.15,0.1,0.2,0,1,0,0,
705958258,1879048491,NaN,1315186,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.075,0.05,0.1,0,1,0,0,
705761906,1879048474,NaN,1118834,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.1,0.05,0.15,0,1,0,0,
705782386,1879048476,NaN,1139314,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,5000,7000,0,1,0,0,
705798770,1879048477,NaN,1155698,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705766002,1879048478,NaN,1122930,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700466,1879048479,NaN,1057394,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811058,1879048480,NaN,1167986,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0,0,0,0,1,0,0,
705892978,1879048481,NaN,1249906,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,0,0,0,0,1,0,0,
705897074,1879048482,NaN,1254002,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,50000,45000,55000,0,1,0,0,
705786482,1879048483,NaN,1143410,ICON_EFFECT_ACCURACY,1,1,23,2,1,0,0,0,0,1,0,0,
705819250,1879048484,NaN,1176178,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815154,1879048485,NaN,1172082,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0,0,0,0,1,0,0,
705770098,1879048486,NaN,1127026,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708658,1879048487,NaN,1065586,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790578,1879048488,NaN,1147506,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0.3,0.15,0.45,0,1,0,0,
705962610,1879048489,NaN,1319538,ICON_EFFECT_AP2B,1,1,66,3,5,0.15,0.1,0.2,0,1,0,0,
705966706,1879048490,NaN,1323634,ICON_EFFECT_AP2E,1,1,67,3,5,0.15,0.1,0.2,0,1,0,0,
705958514,1879048491,NaN,1315442,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.075,0.05,0.1,0,1,0,0,
705762162,1879048474,NaN,1119090,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.1,0.05,0.15,0,1,0,0,
705782642,1879048476,NaN,1139570,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,5000,7000,0,1,0,0,
705799026,1879048477,NaN,1155954,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705766258,1879048478,NaN,1123186,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700722,1879048479,NaN,1057650,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811314,1879048480,NaN,1168242,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0,0,0,0,1,0,0,
705893234,1879048481,NaN,1250162,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,0,0,0,0,1,0,0,
705897330,1879048482,NaN,1254258,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,50000,45000,55000,0,1,0,0,
705786738,1879048483,NaN,1143666,ICON_EFFECT_ACCURACY,1,1,23,2,1,0,0,0,0,1,0,0,
705819506,1879048484,NaN,1176434,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815410,1879048485,NaN,1172338,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0,0,0,0,1,0,0,
705770354,1879048486,NaN,1127282,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708914,1879048487,NaN,1065842,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790834,1879048488,NaN,1147762,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0.3,0.15,0.45,0,1,0,0,
705962866,1879048489,NaN,1319794,ICON_EFFECT_AP2B,1,1,66,3,5,0.15,0.1,0.2,0,1,0,0,
705966962,1879048490,NaN,1323890,ICON_EFFECT_AP2E,1,1,67,3,5,0.15,0.1,0.2,0,1,0,0,
705958770,1879048491,NaN,1315698,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.075,0.05,0.1,0,1,0,0,
705762418,1879048474,NaN,1119346,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.1,0.05,0.15,0,1,0,0,
705782898,1879048476,NaN,1139826,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,5000,7000,0,1,0,0,
705799282,1879048477,NaN,1156210,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
