PrimaryKey,NameKey,DescKey,Level,Order,Weapon,UseType,SkillType,SkillAniType,AttackType,DamageType,ratioAttackPower,CastingTime,InvokeTime,HitEffectGroup,UpgradeMaterialKey00,UpgradeMaterialCount00,UpgradeMaterialKey01,UpgradeMaterialCount01,RequirePoint
369235990,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7745798,575946756,5,572272641,10000,0
369236247,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7745799,575946756,10,572272641,10000,0
369236504,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7745800,575946756,10,572272641,10000,0
369236761,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7745801,575946756,10,572272641,10000,0
369237018,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7745802,575946756,15,572272641,15000,0
369237265,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7479553,575946756,2,572272641,5000,0
369237522,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7479554,575946756,2,572272641,5000,0
369237779,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7479555,575946756,2,572272641,5000,0
369238036,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7479556,575946756,5,572272641,5000,0
369238293,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7479557,575946756,5,572272641,10000,0
369238550,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7479558,575946756,5,572272641,10000,0
369238807,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7479559,575946756,10,572272641,10000,0
369239064,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7479560,575946756,10,572272641,10000,0
369239321,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7479561,575946756,10,572272641,10000,0
369239578,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7479562,575946756,15,572272641,15000,0
369239825,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7409921,575946756,2,572272641,5000,0
369240082,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7409922,575946756,2,572272641,5000,0
369240339,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7409923,575946756,2,572272641,5000,0
369240596,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7409924,575946756,5,572272641,5000,0
369240853,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7409925,575946756,5,572272641,10000,0
369241110,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7409926,575946756,5,572272641,10000,0
369241367,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7409927,575946756,10,572272641,10000,0
369241624,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7409928,575946756,10,572272641,10000,0
369241881,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7409929,575946756,10,572272641,10000,0
369242138,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7409930,575946756,15,572272641,15000,0
369242401,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7475457,575946756,2,572272641,5000,0
369242658,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7475458,575946756,2,572272641,5000,0
369242915,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7475459,575946756,2,572272641,5000,0
369243172,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7475460,575946756,5,572272641,5000,0
369243429,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7475461,575946756,5,572272641,10000,0
369243686,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7475462,575946756,5,572272641,10000,0
369243943,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7475463,575946756,10,572272641,10000,0
369244200,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7475464,575946756,10,572272641,10000,0
369244457,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7475465,575946756,10,572272641,10000,0
369244714,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7475466,575946756,15,572272641,15000,0
369244945,,NaN,1,1,NaN,3,1024,0,15,NaN,,,,7708929,0,0,0,0,0
369245201,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7414017,575946756,2,572272641,5000,0
369245458,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7414018,575946756,2,572272641,5000,0
369245715,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7414019,575946756,2,572272641,5000,0
369245972,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7414020,575946756,5,572272641,5000,0
369246229,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7414021,575946756,5,572272641,10000,0
369246486,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7414022,575946756,5,572272641,10000,0
369246743,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7414023,575946756,10,572272641,10000,0
369247000,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7414024,575946756,10,572272641,10000,0
369247257,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7414025,575946756,10,572272641,10000,0
369247514,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7414026,575946756,15,572272641,15000,0
369247777,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7418113,575946756,2,572272641,5000,0
369248034,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7418114,575946756,2,572272641,5000,0
369248291,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7418115,575946756,2,572272641,5000,0
369248548,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7418116,575946756,5,572272641,5000,0
369248805,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7418117,575946756,5,572272641,10000,0
369249062,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7418118,575946756,5,572272641,10000,0
369249319,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7418119,575946756,10,572272641,10000,0
369249576,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7418120,575946756,10,572272641,10000,0
369249833,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7418121,575946756,10,572272641,10000,0
369250090,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7418122,575946756,15,572272641,15000,0
369250321,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7737601,575946756,2,572272641,5000,0
369250578,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7737602,575946756,2,572272641,5000,0
369250835,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7737603,575946756,2,572272641,5000,0
369251092,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7737604,575946756,5,572272641,5000,0
369251349,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7737605,575946756,5,572272641,10000,0
369251606,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7737606,575946756,5,572272641,10000,0
369251863,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7737607,575946756,10,572272641,10000,0
369252120,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7737608,575946756,10,572272641,10000,0
369252377,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7737609,575946756,10,572272641,10000,0
369252634,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7737610,575946756,15,572272641,15000,0
369252881,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7459073,575946756,2,572272641,5000,0
369253138,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7459074,575946756,2,572272641,5000,0
369253395,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7459075,575946756,2,572272641,5000,0
369253652,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7459076,575946756,5,572272641,5000,0
369253909,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7459077,575946756,5,572272641,10000,0
369254166,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7459078,575946756,5,572272641,10000,0
369254423,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7459079,575946756,10,572272641,10000,0
369254680,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7459080,575946756,10,572272641,10000,0
369254937,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7459081,575946756,10,572272641,10000,0
369255194,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7459082,575946756,15,572272641,15000,0
369255457,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7446785,575946756,2,572272641,5000,0
369255714,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7446786,575946756,2,572272641,5000,0
369255971,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7446787,575946756,2,572272641,5000,0
369256228,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7446788,575946756,5,572272641,5000,0
369256485,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7446789,575946756,5,572272641,10000,0
369256742,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7446790,575946756,5,572272641,10000,0
369256999,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7446791,575946756,10,572272641,10000,0
369257256,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7446792,575946756,10,572272641,10000,0
369257513,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7446793,575946756,10,572272641,10000,0
369257770,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7446794,575946756,15,572272641,15000,0
369258001,,NaN,1,1,NaN,3,1024,0,15,NaN,,,,7708929,0,0,0,0,0
369258257,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7672065,575946756,2,572272641,5000,0
369258514,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7672066,575946756,2,572272641,5000,0
369258771,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7672067,575946756,2,572272641,5000,0
369259028,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7672068,575946756,5,572272641,5000,0
369259285,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7672069,575946756,5,572272641,10000,0
369259542,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7672070,575946756,5,572272641,10000,0
369259799,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7672071,575946756,10,572272641,10000,0
369260056,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7672072,575946756,10,572272641,10000,0
369260313,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7672073,575946756,10,572272641,10000,0
369260570,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7672074,575946756,15,572272641,15000,0
369260833,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7680257,575946756,2,572272641,5000,0
369261090,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7680258,575946756,2,572272641,5000,0
369261347,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7680259,575946756,2,572272641,5000,0
369261604,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7680260,575946756,5,572272641,5000,0
369261861,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7680261,575946756,5,572272641,10000,0
369262118,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7680262,575946756,5,572272641,10000,0
369262375,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7680263,575946756,10,572272641,10000,0
369262632,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7680264,575946756,10,572272641,10000,0
369262889,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7680265,575946756,10,572272641,10000,0
369263146,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7680266,575946756,15,572272641,15000,0
369263377,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7696641,575946756,2,572272641,5000,0
369263634,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7696642,575946756,2,572272641,5000,0
369263891,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7696643,575946756,2,572272641,5000,0
369264148,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7696644,575946756,5,572272641,5000,0
369264405,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7696645,575946756,5,572272641,10000,0
369264662,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7696646,575946756,5,572272641,10000,0
369264919,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7696647,575946756,10,572272641,10000,0
369265176,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7696648,575946756,10,572272641,10000,0
369265433,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7696649,575946756,10,572272641,10000,0
369265690,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7696650,575946756,15,572272641,15000,0
369265937,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7688449,575946756,2,572272641,5000,0
369266194,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7688450,575946756,2,572272641,5000,0
369266451,,NaN,3,1,NaN,2,1024,0,15,NaN,.,,,7688451,575946756,2,572272641,5000,0
369266708,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7688452,575946756,5,572272641,5000,0
369266965,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7688453,575946756,5,572272641,10000,0
369267222,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7688454,575946756,5,572272641,10000,0
369267479,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7688455,575946756,10,572272641,10000,0
369267736,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7688456,575946756,10,572272641,10000,0
369267993,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7688457,575946756,10,572272641,10000,0
369268250,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7688458,575946756,15,572272641,15000,0
369268513,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7692545,575946756,2,572272641,5000,0
369268770,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7692546,575946756,2,572272641,5000,0
369269027,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7692547,575946756,2,572272641,5000,0
369269284,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7692548,575946756,5,572272641,5000,0
369269541,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7692549,575946756,5,572272641,10000,0
369269798,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7692550,575946756,5,572272641,10000,0
369270055,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7692551,575946756,10,572272641,10000,0
369270312,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7692552,575946756,10,572272641,10000,0
369270569,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7692553,575946756,10,572272641,10000,0
369270826,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7692554,575946756,15,572272641,15000,0
