PrimaryKey,Group,Order,SelectionType,SelectionFactor,EffectKey
687867521,25393,3,0,1,711414577
687867522,25393,4,0,1,711439153
687867523,25393,5,0,1,711435057
687867524,25393,6,0,1,711267121
687867525,25393,7,0,1,711291697
687867526,25394,1,0,1,711406386
687867527,25394,2,0,1,711398194
687867528,25394,3,0,1,711414578
687867529,25394,4,0,1,711439154
687867530,25394,5,0,1,711435058
687867531,25394,6,0,1,711275314
687867532,25394,7,0,1,711291698
687867533,25395,1,0,1,711406387
687867534,25395,2,0,1,711398195
687867535,25395,3,0,1,711414579
687867536,25395,4,0,1,711439155
687867537,25395,5,0,1,711435059
687867538,25395,6,0,1,711283507
687867539,25395,7,0,1,711291699
687867540,25396,1,0,1,711406388
687867541,25396,2,0,1,711398196
687867542,25396,3,0,1,711414580
687867543,25396,4,0,1,711439156
687867544,25396,5,0,1,711435060
687867545,25396,6,0,1,711287604
687867546,25396,7,0,1,711291700
687867547,25409,1,0,1,711406641
687867548,25409,2,0,1,711398449
687867549,25409,3,0,1,711414833
687867550,25409,4,0,1,711439409
687867551,25409,5,0,1,711435313
687867552,25409,6,0,1,711267377
687867553,25409,7,0,1,711291953
687867554,25410,1,0,1,711406642
687867555,25410,2,0,1,711398450
687867556,25410,3,0,1,711414834
687867557,25410,4,0,1,711439410
687867558,25410,5,0,1,711435314
687867559,25410,6,0,1,711275570
687867560,25410,7,0,1,711291954
687867561,25411,1,0,1,711406643
687867562,25411,2,0,1,711398451
687867563,25411,3,0,1,711414835
687867564,25411,4,0,1,711439411
687867565,25411,5,0,1,711435315
687867566,25411,6,0,1,711283763
687867567,25411,7,0,1,711291955
687867568,25412,1,0,1,711406644
687867569,25412,2,0,1,711398452
687867570,25412,3,0,1,711414836
687867571,25412,4,0,1,711439412
687867572,25412,5,0,1,711435316
687867573,25412,6,0,1,711287860
687867574,25412,7,0,1,711291956
687867575,25617,1,0,1,711070017
687867576,25617,2,0,1,711074113
687867577,25617,3,0,1,711332161
687867578,25617,4,0,1,711336257
687867579,25617,5,0,1,711340353
687867580,25617,6,0,1,711405889
687867581,25617,7,0,1,711438657
687867582,25618,1,0,1,711070018
687867583,25618,2,0,1,711074114
687867584,25618,3,0,1,711332162
687867585,25618,4,0,1,711336258
687867586,25618,5,0,1,711340354
687867587,25618,6,0,1,711397698
687867588,25618,7,0,1,711438658
687867589,25619,1,0,1,711070019
687867590,25619,2,0,1,711074115
687867591,25619,3,0,1,711332163
687867592,25619,4,0,1,711336259
687867593,25619,5,0,1,711340355
687867594,25619,6,0,1,711414083
687867595,25619,7,0,1,711438659
687867596,25620,1,0,1,711070020
687867597,25620,2,0,1,711074116
687867598,25620,3,0,1,711332164
687867599,25620,4,0,1,711336260
687867600,25620,5,0,1,711340356
687867601,25620,6,0,1,711438660
687867602,25620,7,0,1,711434564
687867603,25633,1,0,1,711070273
687867604,25633,2,0,1,711074369
687867605,25633,3,0,1,711332417
687867606,25633,4,0,1,711336513
687867607,25633,5,0,1,711340609
687867608,25633,6,0,1,711406145
687867609,25633,7,0,1,711438913
687867610,25634,1,0,1,711070274
687867611,25634,2,0,1,711074370
687867612,25634,3,0,1,711332418
687867613,25634,4,0,1,711336514
687867614,25634,5,0,1,711340610
687867615,25634,6,0,1,711397954
687867616,25634,7,0,1,711438914
687867617,25635,1,0,1,711070275
687867618,25635,2,0,1,711074371
687867619,25635,3,0,1,711332419
687867620,25635,4,0,1,711336515
687867621,25635,5,0,1,711340611
687867622,25635,6,0,1,711414339
687867623,25635,7,0,1,711438915
687867624,25636,1,0,1,711070276
687867625,25636,2,0,1,711074372
687867626,25636,3,0,1,711332420
687867627,25636,4,0,1,711336516
687867628,25636,5,0,1,711340612
687867629,25636,6,0,1,711438916
687867630,25636,7,0,1,711434820
687867631,25649,1,0,1,711070529
687867632,25649,2,0,1,711074625
687867633,25649,3,0,1,711332673
687867634,25649,4,0,1,711336769
687867635,25649,5,0,1,711340865
687867636,25649,6,0,1,711406401
687867637,25649,7,0,1,711439169
687867638,25650,1,0,1,711070530
687867639,25650,2,0,1,711074626
687867640,25650,3,0,1,711332674
687867641,25650,4,0,1,711336770
687867642,25650,5,0,1,711340866
687867643,25650,6,0,1,711398210
687867644,25650,7,0,1,711439170
687867645,25651,1,0,1,711070531
687867646,25651,2,0,1,711074627
687867647,25651,3,0,1,711332675
687867648,25651,4,0,1,711336771
687867649,25651,5,0,1,711340867
687867650,25651,6,0,1,711414595
687867651,25651,7,0,1,711439171
687867652,25652,1,0,1,711070532
687867653,25652,2,0,1,711074628
687867654,25652,3,0,1,711332676
687867655,25652,4,0,1,711336772
687867656,25652,5,0,1,711340868
687867657,25652,6,0,1,711439172
687867658,25652,7,0,1,711435076
687867659,25665,1,0,1,711070785
687867660,25665,2,0,1,711074881
687867661,25665,3,0,1,711332929
687867662,25665,4,0,1,711337025
687867663,25665,5,0,1,711341121
687867664,25665,6,0,1,711406657
687867665,25665,7,0,1,711439425
687867666,25666,1,0,1,711070786
687867667,25666,2,0,1,711074882
687867668,25666,3,0,1,711332930
687867669,25666,4,0,1,711337026
687867670,25666,5,0,1,711341122
687867671,25666,6,0,1,711398466
687867672,25666,7,0,1,711439426
687867673,25667,1,0,1,711070787
687867674,25667,2,0,1,711074883
687867675,25667,3,0,1,711332931
687867676,25667,4,0,1,711337027
687867677,25667,5,0,1,711341123
687867678,25667,6,0,1,711414851
687867679,25667,7,0,1,711439427
687867680,25668,1,0,1,711070788
687867681,25668,2,0,1,711074884
687867682,25668,3,0,1,711332932
687867683,25668,4,0,1,711337028
687867684,25668,5,0,1,711341124
687867685,25668,6,0,1,711439428
687867686,25668,7,0,1,711435332
