PrimaryKey,Level,HitRate,PowerAttack,PowerDefence,HP,AimTime,SelectionFactorAttack,SelectionFactorSkillGroup,AttackSkillGroup,HPSkillGroup25,HPSkillGroup50,HPSkillGroup75,ContinuouslySkillGroup,RewardGroup,MidiumRewardGroup10,MidiumRewardGroup20,MidiumRewardGroup30,MidiumRewardGroup40,MidiumRewardGroup50,MidiumRewardGroup60,MidiumRewardGroup70,MidiumRewardGroup80,MidiumRewardGroup90
337707688,680,2000,293,0,47527,132,,,0,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
337711784,680,95,234,0,47527,495,,,0,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
337719976,680,120,205,0,47527,495,,,0,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
337736360,680,150,468,0,47527,792,,,0,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
337740456,680,150,175,0,47527,792,,,0,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
337732264,680,20,87,0,47527,495,,,0,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
337728168,680,250,556,0,47527,1320,,,0,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
337859240,680,2000,556,0,47527,660,,,0,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
337867432,680,150,468,0,47527,660,,,0,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
339817128,680,30,205,0,47527,495,1,1,4,0,0,0,0,3287681,0,0,0,0,0,0,0,0,0
338834088,680,2000,223,0,712915,495,1,1,106,100,100,100,108,3353217,0,0,0,0,0,0,0,0,0
338760360,680,2000,255,0,475277,495,1,1,106,100,100,100,108,3353217,0,0,0,0,0,0,0,0,0
336659117,685,2000,266,0,32085,131,,,0,0,0,0,0,3222225,0,0,0,0,0,0,0,0,0
336663213,685,95,213,0,32085,493,,,0,0,0,0,0,3222225,0,0,0,0,0,0,0,0,0
336671405,685,120,186,0,32085,493,,,0,0,0,0,0,3222225,0,0,0,0,0,0,0,0,0
336687789,685,150,426,0,32085,789,,,0,0,0,0,0,3222225,0,0,0,0,0,0,0,0,0
336691885,685,150,159,0,32085,789,,,0,0,0,0,0,3222225,0,0,0,0,0,0,0,0,0
336683693,685,20,79,0,32085,493,,,0,0,0,0,0,3222225,0,0,0,0,0,0,0,0,0
336679597,685,250,506,0,32085,1315,,,0,0,0,0,0,3222225,0,0,0,0,0,0,0,0,0
336802477,685,10,186,0,32085,986,,,0,0,0,0,0,3222225,0,0,0,0,0,0,0,0,0
336818861,685,150,426,0,32085,657,,,0,0,0,0,0,3222225,0,0,0,0,0,0,0,0,0
337707693,685,2000,293,0,48127,131,,,0,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
337711789,685,95,234,0,48127,493,,,0,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
337719981,685,120,205,0,48127,493,,,0,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
337736365,685,150,468,0,48127,789,,,0,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
337740461,685,150,175,0,48127,789,,,0,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
337732269,685,20,87,0,48127,493,,,0,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
337728173,685,250,556,0,48127,1315,,,0,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
337859245,685,2000,556,0,48127,657,,,0,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
337867437,685,150,468,0,48127,657,,,0,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
339817133,685,30,205,0,48127,493,1,1,4,0,0,0,0,3287761,0,0,0,0,0,0,0,0,0
338834093,685,2000,223,0,721913,493,1,1,106,100,100,100,108,3353297,0,0,0,0,0,0,0,0,0
338760365,685,2000,255,0,481275,493,1,1,106,100,100,100,108,3353297,0,0,0,0,0,0,0,0,0
336659122,690,2000,266,0,32487,131,,,0,0,0,0,0,3222305,0,0,0,0,0,0,0,0,0
336663218,690,95,213,0,32487,491,,,0,0,0,0,0,3222305,0,0,0,0,0,0,0,0,0
336671410,690,120,186,0,32487,491,,,0,0,0,0,0,3222305,0,0,0,0,0,0,0,0,0
336687794,690,150,426,0,32487,786,,,0,0,0,0,0,3222305,0,0,0,0,0,0,0,0,0
336691890,690,150,159,0,32487,786,,,0,0,0,0,0,3222305,0,0,0,0,0,0,0,0,0
336683698,690,20,79,0,32487,491,,,0,0,0,0,0,3222305,0,0,0,0,0,0,0,0,0
336679602,690,250,506,0,32487,1310,,,0,0,0,0,0,3222305,0,0,0,0,0,0,0,0,0
336802482,690,10,186,0,32487,982,,,0,0,0,0,0,3222305,0,0,0,0,0,0,0,0,0
336818866,690,150,426,0,32487,655,,,0,0,0,0,0,3222305,0,0,0,0,0,0,0,0,0
337707698,690,2000,293,0,48731,131,,,0,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
337711794,690,95,234,0,48731,491,,,0,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
337719986,690,120,205,0,48731,491,,,0,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
337736370,690,150,468,0,48731,786,,,0,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
337740466,690,150,175,0,48731,786,,,0,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
337732274,690,20,87,0,48731,491,,,0,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
337728178,690,250,556,0,48731,1310,,,0,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
337859250,690,2000,556,0,48731,655,,,0,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
337867442,690,150,468,0,48731,655,,,0,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
339817138,690,30,205,0,48731,491,1,1,4,0,0,0,0,3287841,0,0,0,0,0,0,0,0,0
338834098,690,2000,223,0,730967,491,1,1,106,100,100,100,108,3353377,0,0,0,0,0,0,0,0,0
338760370,690,2000,255,0,487311,491,1,1,106,100,100,100,108,3353377,0,0,0,0,0,0,0,0,0
336659127,695,2000,266,0,32892,130,,,0,0,0,0,0,3222385,0,0,0,0,0,0,0,0,0
336663223,695,95,213,0,32892,489,,,0,0,0,0,0,3222385,0,0,0,0,0,0,0,0,0
336671415,695,120,186,0,32892,489,,,0,0,0,0,0,3222385,0,0,0,0,0,0,0,0,0
336687799,695,150,426,0,32892,783,,,0,0,0,0,0,3222385,0,0,0,0,0,0,0,0,0
336691895,695,150,159,0,32892,783,,,0,0,0,0,0,3222385,0,0,0,0,0,0,0,0,0
336683703,695,20,79,0,32892,489,,,0,0,0,0,0,3222385,0,0,0,0,0,0,0,0,0
336679607,695,250,506,0,32892,1305,,,0,0,0,0,0,3222385,0,0,0,0,0,0,0,0,0
336802487,695,10,186,0,32892,978,,,0,0,0,0,0,3222385,0,0,0,0,0,0,0,0,0
336818871,695,150,426,0,32892,652,,,0,0,0,0,0,3222385,0,0,0,0,0,0,0,0,0
337707703,695,2000,293,0,49338,130,,,0,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
337711799,695,95,234,0,49338,489,,,0,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
337719991,695,120,205,0,49338,489,,,0,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
337736375,695,150,468,0,49338,783,,,0,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
337740471,695,150,175,0,49338,783,,,0,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
337732279,695,20,87,0,49338,489,,,0,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
337728183,695,250,556,0,49338,1305,,,0,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
337859255,695,2000,556,0,49338,652,,,0,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
337867447,695,150,468,0,49338,652,,,0,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
339817143,695,30,205,0,49338,489,1,1,4,0,0,0,0,3287921,0,0,0,0,0,0,0,0,0
338834103,695,2000,223,0,740077,489,1,1,106,100,100,100,108,3353457,0,0,0,0,0,0,0,0,0
338760375,695,2000,255,0,493385,489,1,1,106,100,100,100,108,3353457,0,0,0,0,0,0,0,0,0
336659132,700,2000,266,0,33299,130,,,0,0,0,0,0,3222465,0,0,0,0,0,0,0,0,0
336663228,700,95,213,0,33299,487,,,0,0,0,0,0,3222465,0,0,0,0,0,0,0,0,0
336671420,700,120,186,0,33299,487,,,0,0,0,0,0,3222465,0,0,0,0,0,0,0,0,0
336687804,700,150,426,0,33299,780,,,0,0,0,0,0,3222465,0,0,0,0,0,0,0,0,0
336691900,700,150,159,0,33299,780,,,0,0,0,0,0,3222465,0,0,0,0,0,0,0,0,0
336683708,700,20,79,0,33299,487,,,0,0,0,0,0,3222465,0,0,0,0,0,0,0,0,0
336679612,700,250,506,0,33299,1300,,,0,0,0,0,0,3222465,0,0,0,0,0,0,0,0,0
336802492,700,10,186,0,33299,975,,,0,0,0,0,0,3222465,0,0,0,0,0,0,0,0,0
336818876,700,150,426,0,33299,650,,,0,0,0,0,0,3222465,0,0,0,0,0,0,0,0,0
337707708,700,2000,293,0,49949,130,,,0,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
337711804,700,95,234,0,49949,487,,,0,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
337719996,700,120,205,0,49949,487,,,0,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
337736380,700,150,468,0,49949,780,,,0,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
337740476,700,150,175,0,49949,780,,,0,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
337732284,700,20,87,0,49949,487,,,0,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
337728188,700,250,556,0,49949,1300,,,0,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
337859260,700,2000,556,0,49949,650,,,0,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
337867452,700,150,468,0,49949,650,,,0,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
339817148,700,30,205,0,49949,487,1,1,4,0,0,0,0,3288001,0,0,0,0,0,0,0,0,0
338834108,700,2000,223,0,749243,487,1,1,106,100,100,100,108,3353537,0,0,0,0,0,0,0,0,0
338760380,700,2000,255,0,499495,487,1,1,106,100,100,100,108,3353537,0,0,0,0,0,0,0,0,0
336659137,705,2000,266,0,33709,129,,,0,0,0,0,0,3222545,0,0,0,0,0,0,0,0,0
336663233,705,95,213,0,33709,485,,,0,0,0,0,0,3222545,0,0,0,0,0,0,0,0,0
336671425,705,120,186,0,33709,485,,,0,0,0,0,0,3222545,0,0,0,0,0,0,0,0,0
336687809,705,150,426,0,33709,777,,,0,0,0,0,0,3222545,0,0,0,0,0,0,0,0,0
336691905,705,150,159,0,33709,777,,,0,0,0,0,0,3222545,0,0,0,0,0,0,0,0,0
336683713,705,20,79,0,33709,485,,,0,0,0,0,0,3222545,0,0,0,0,0,0,0,0,0
336679617,705,250,506,0,33709,1295,,,0,0,0,0,0,3222545,0,0,0,0,0,0,0,0,0
336802497,705,10,186,0,33709,971,,,0,0,0,0,0,3222545,0,0,0,0,0,0,0,0,0
336818881,705,150,426,0,33709,647,,,0,0,0,0,0,3222545,0,0,0,0,0,0,0,0,0
337707713,705,2000,293,0,50564,129,,,0,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
337711809,705,95,234,0,50564,485,,,0,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
337720001,705,120,205,0,50564,485,,,0,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
337736385,705,150,468,0,50564,777,,,0,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
337740481,705,150,175,0,50564,777,,,0,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
337732289,705,20,87,0,50564,485,,,0,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
337728193,705,250,556,0,50564,1295,,,0,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
337859265,705,2000,556,0,50564,647,,,0,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
337867457,705,150,468,0,50564,647,,,0,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
339817153,705,30,205,0,50564,485,1,1,4,0,0,0,0,3288081,0,0,0,0,0,0,0,0,0
338834113,705,2000,223,0,758464,485,1,1,106,100,100,100,108,3353617,0,0,0,0,0,0,0,0,0
338760385,705,2000,255,0,505643,485,1,1,106,100,100,100,108,3353617,0,0,0,0,0,0,0,0,0
336659142,710,2000,266,0,34121,129,,,0,0,0,0,0,3222625,0,0,0,0,0,0,0,0,0
336663238,710,95,213,0,34121,483,,,0,0,0,0,0,3222625,0,0,0,0,0,0,0,0,0
336671430,710,120,186,0,34121,483,,,0,0,0,0,0,3222625,0,0,0,0,0,0,0,0,0
336687814,710,150,426,0,34121,774,,,0,0,0,0,0,3222625,0,0,0,0,0,0,0,0,0
336691910,710,150,159,0,34121,774,,,0,0,0,0,0,3222625,0,0,0,0,0,0,0,0,0
336683718,710,20,79,0,34121,483,,,0,0,0,0,0,3222625,0,0,0,0,0,0,0,0,0
336679622,710,250,506,0,34121,1290,,,0,0,0,0,0,3222625,0,0,0,0,0,0,0,0,0
336802502,710,10,186,0,34121,967,,,0,0,0,0,0,3222625,0,0,0,0,0,0,0,0,0
336818886,710,150,426,0,34121,645,,,0,0,0,0,0,3222625,0,0,0,0,0,0,0,0,0
337707718,710,2000,293,0,51182,129,,,0,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
337711814,710,95,234,0,51182,483,,,0,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
337720006,710,120,205,0,51182,483,,,0,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
337736390,710,150,468,0,51182,774,,,0,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
337740486,710,150,175,0,51182,774,,,0,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
337732294,710,20,87,0,51182,483,,,0,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
337728198,710,250,556,0,51182,1290,,,0,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
337859270,710,2000,556,0,51182,645,,,0,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
337867462,710,150,468,0,51182,645,,,0,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
339817158,710,30,205,0,51182,483,1,1,4,0,0,0,0,3288161,0,0,0,0,0,0,0,0,0
338834118,710,2000,223,0,767742,483,1,1,106,100,100,100,108,3353697,0,0,0,0,0,0,0,0,0
338760390,710,2000,255,0,511828,483,1,1,106,100,100,100,108,3353697,0,0,0,0,0,0,0,0,0
336659147,715,2000,266,0,34536,128,,,0,0,0,0,0,3222705,0,0,0,0,0,0,0,0,0
336663243,715,95,213,0,34536,481,,,0,0,0,0,0,3222705,0,0,0,0,0,0,0,0,0
336671435,715,120,186,0,34536,481,,,0,0,0,0,0,3222705,0,0,0,0,0,0,0,0,0
336687819,715,150,426,0,34536,771,,,0,0,0,0,0,3222705,0,0,0,0,0,0,0,0,0
336691915,715,150,159,0,34536,771,,,0,0,0,0,0,3222705,0,0,0,0,0,0,0,0,0
336683723,715,20,79,0,34536,481,,,0,0,0,0,0,3222705,0,0,0,0,0,0,0,0,0
336679627,715,250,506,0,34536,1285,,,0,0,0,0,0,3222705,0,0,0,0,0,0,0,0,0
336802507,715,10,186,0,34536,963,,,0,0,0,0,0,3222705,0,0,0,0,0,0,0,0,0
336818891,715,150,426,0,34536,642,,,0,0,0,0,0,3222705,0,0,0,0,0,0,0,0,0
337707723,715,2000,293,0,51805,128,,,0,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
337711819,715,95,234,0,51805,481,,,0,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
337720011,715,120,205,0,51805,481,,,0,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
337736395,715,150,468,0,51805,771,,,0,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
337740491,715,150,175,0,51805,771,,,0,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
337732299,715,20,87,0,51805,481,,,0,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
337728203,715,250,556,0,51805,1285,,,0,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
337859275,715,2000,556,0,51805,642,,,0,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
337867467,715,150,468,0,51805,642,,,0,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
339817163,715,30,205,0,51805,481,1,1,4,0,0,0,0,3288241,0,0,0,0,0,0,0,0,0
338834123,715,2000,223,0,777075,481,1,1,106,100,100,100,108,3353777,0,0,0,0,0,0,0,0,0
338760395,715,2000,255,0,518050,481,1,1,106,100,100,100,108,3353777,0,0,0,0,0,0,0,0,0
336659152,720,2000,266,0,34954,128,,,0,0,0,0,0,3222785,0,0,0,0,0,0,0,0,0
336663248,720,95,213,0,34954,480,,,0,0,0,0,0,3222785,0,0,0,0,0,0,0,0,0
336671440,720,120,186,0,34954,480,,,0,0,0,0,0,3222785,0,0,0,0,0,0,0,0,0
336687824,720,150,426,0,34954,768,,,0,0,0,0,0,3222785,0,0,0,0,0,0,0,0,0
336691920,720,150,159,0,34954,768,,,0,0,0,0,0,3222785,0,0,0,0,0,0,0,0,0
336683728,720,20,79,0,34954,480,,,0,0,0,0,0,3222785,0,0,0,0,0,0,0,0,0
336679632,720,250,506,0,34954,1280,,,0,0,0,0,0,3222785,0,0,0,0,0,0,0,0,0
336802512,720,10,186,0,34954,960,,,0,0,0,0,0,3222785,0,0,0,0,0,0,0,0,0
336818896,720,150,426,0,34954,640,,,0,0,0,0,0,3222785,0,0,0,0,0,0,0,0,0
337707728,720,2000,293,0,52431,128,,,0,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
337711824,720,95,234,0,52431,480,,,0,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
337720016,720,120,205,0,52431,480,,,0,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
337736400,720,150,468,0,52431,768,,,0,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
337740496,720,150,175,0,52431,768,,,0,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
337732304,720,20,87,0,52431,480,,,0,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
337728208,720,250,556,0,52431,1280,,,0,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
337859280,720,2000,556,0,52431,640,,,0,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
337867472,720,150,468,0,52431,640,,,0,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
339817168,720,30,205,0,52431,480,1,1,4,0,0,0,0,3288321,0,0,0,0,0,0,0,0,0
338834128,720,2000,223,0,786465,480,1,1,106,100,100,100,108,3353857,0,0,0,0,0,0,0,0,0
338760400,720,2000,255,0,524310,480,1,1,106,100,100,100,108,3353857,0,0,0,0,0,0,0,0,0
336659157,725,2000,266,0,35373,127,,,0,0,0,0,0,3222865,0,0,0,0,0,0,0,0,0
336663253,725,95,213,0,35373,478,,,0,0,0,0,0,3222865,0,0,0,0,0,0,0,0,0
336671445,725,120,186,0,35373,478,,,0,0,0,0,0,3222865,0,0,0,0,0,0,0,0,0
336687829,725,150,426,0,35373,765,,,0,0,0,0,0,3222865,0,0,0,0,0,0,0,0,0
336691925,725,150,159,0,35373,765,,,0,0,0,0,0,3222865,0,0,0,0,0,0,0,0,0
336683733,725,20,79,0,35373,478,,,0,0,0,0,0,3222865,0,0,0,0,0,0,0,0,0
336679637,725,250,506,0,35373,1275,,,0,0,0,0,0,3222865,0,0,0,0,0,0,0,0,0
336802517,725,10,186,0,35373,956,,,0,0,0,0,0,3222865,0,0,0,0,0,0,0,0,0
336818901,725,150,426,0,35373,637,,,0,0,0,0,0,3222865,0,0,0,0,0,0,0,0,0
337707733,725,2000,293,0,53060,127,,,0,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
337711829,725,95,234,0,53060,478,,,0,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
337720021,725,120,205,0,53060,478,,,0,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
337736405,725,150,468,0,53060,765,,,0,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
337740501,725,150,175,0,53060,765,,,0,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
337732309,725,20,87,0,53060,478,,,0,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
337728213,725,250,556,0,53060,1275,,,0,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
337859285,725,2000,556,0,53060,637,,,0,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
337867477,725,150,468,0,53060,637,,,0,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
339817173,725,30,205,0,53060,478,1,1,4,0,0,0,0,3288401,0,0,0,0,0,0,0,0,0
338834133,725,2000,223,0,795910,478,1,1,106,100,100,100,108,3353937,0,0,0,0,0,0,0,0,0
338760405,725,2000,255,0,530607,478,1,1,106,100,100,100,108,3353937,0,0,0,0,0,0,0,0,0
336659162,730,2000,266,0,35796,127,,,0,0,0,0,0,3222945,0,0,0,0,0,0,0,0,0
336663258,730,95,213,0,35796,476,,,0,0,0,0,0,3222945,0,0,0,0,0,0,0,0,0
336671450,730,120,186,0,35796,476,,,0,0,0,0,0,3222945,0,0,0,0,0,0,0,0,0
336687834,730,150,426,0,35796,762,,,0,0,0,0,0,3222945,0,0,0,0,0,0,0,0,0
336691930,730,150,159,0,35796,762,,,0,0,0,0,0,3222945,0,0,0,0,0,0,0,0,0
336683738,730,20,79,0,35796,476,,,0,0,0,0,0,3222945,0,0,0,0,0,0,0,0,0
336679642,730,250,506,0,35796,1270,,,0,0,0,0,0,3222945,0,0,0,0,0,0,0,0,0
336802522,730,10,186,0,35796,952,,,0,0,0,0,0,3222945,0,0,0,0,0,0,0,0,0
336818906,730,150,426,0,35796,635,,,0,0,0,0,0,3222945,0,0,0,0,0,0,0,0,0
337707738,730,2000,293,0,53694,127,,,0,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
337711834,730,95,234,0,53694,476,,,0,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
337720026,730,120,205,0,53694,476,,,0,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
337736410,730,150,468,0,53694,762,,,0,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
337740506,730,150,175,0,53694,762,,,0,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
337732314,730,20,87,0,53694,476,,,0,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
337728218,730,250,556,0,53694,1270,,,0,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
337859290,730,2000,556,0,53694,635,,,0,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
337867482,730,150,468,0,53694,635,,,0,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
339817178,730,30,205,0,53694,476,1,1,4,0,0,0,0,3288481,0,0,0,0,0,0,0,0,0
338834138,730,2000,223,0,805411,476,1,1,106,100,100,100,108,3354017,0,0,0,0,0,0,0,0,0
338760410,730,2000,255,0,536941,476,1,1,106,100,100,100,108,3354017,0,0,0,0,0,0,0,0,0
336659167,735,2000,266,0,36220,126,,,0,0,0,0,0,3223025,0,0,0,0,0,0,0,0,0
336663263,735,95,213,0,36220,474,,,0,0,0,0,0,3223025,0,0,0,0,0,0,0,0,0
336671455,735,120,186,0,36220,474,,,0,0,0,0,0,3223025,0,0,0,0,0,0,0,0,0
336687839,735,150,426,0,36220,759,,,0,0,0,0,0,3223025,0,0,0,0,0,0,0,0,0
336691935,735,150,159,0,36220,759,,,0,0,0,0,0,3223025,0,0,0,0,0,0,0,0,0
336683743,735,20,79,0,36220,474,,,0,0,0,0,0,3223025,0,0,0,0,0,0,0,0,0
336679647,735,250,506,0,36220,1265,,,0,0,0,0,0,3223025,0,0,0,0,0,0,0,0,0
336802527,735,10,186,0,36220,948,,,0,0,0,0,0,3223025,0,0,0,0,0,0,0,0,0
336818911,735,150,426,0,36220,632,,,0,0,0,0,0,3223025,0,0,0,0,0,0,0,0,0
337707743,735,2000,293,0,54331,126,,,0,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
337711839,735,95,234,0,54331,474,,,0,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
337720031,735,120,205,0,54331,474,,,0,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
337736415,735,150,468,0,54331,759,,,0,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
337740511,735,150,175,0,54331,759,,,0,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
337732319,735,20,87,0,54331,474,,,0,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
337728223,735,250,556,0,54331,1265,,,0,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
337859295,735,2000,556,0,54331,632,,,0,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
337867487,735,150,468,0,54331,632,,,0,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
339817183,735,30,205,0,54331,474,1,1,4,0,0,0,0,3288561,0,0,0,0,0,0,0,0,0
338834143,735,2000,223,0,814968,474,1,1,106,100,100,100,108,3354097,0,0,0,0,0,0,0,0,0
338760415,735,2000,255,0,543312,474,1,1,106,100,100,100,108,3354097,0,0,0,0,0,0,0,0,0
336659172,740,2000,266,0,36648,126,,,0,0,0,0,0,3223105,0,0,0,0,0,0,0,0,0
336663268,740,95,213,0,36648,472,,,0,0,0,0,0,3223105,0,0,0,0,0,0,0,0,0
336671460,740,120,186,0,36648,472,,,0,0,0,0,0,3223105,0,0,0,0,0,0,0,0,0
336687844,740,150,426,0,36648,756,,,0,0,0,0,0,3223105,0,0,0,0,0,0,0,0,0
336691940,740,150,159,0,36648,756,,,0,0,0,0,0,3223105,0,0,0,0,0,0,0,0,0
336683748,740,20,79,0,36648,472,,,0,0,0,0,0,3223105,0,0,0,0,0,0,0,0,0
336679652,740,250,506,0,36648,1260,,,0,0,0,0,0,3223105,0,0,0,0,0,0,0,0,0
336802532,740,10,186,0,36648,945,,,0,0,0,0,0,3223105,0,0,0,0,0,0,0,0,0
336818916,740,150,426,0,36648,630,,,0,0,0,0,0,3223105,0,0,0,0,0,0,0,0,0
337707748,740,2000,293,0,54972,126,,,0,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
337711844,740,95,234,0,54972,472,,,0,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
337720036,740,120,205,0,54972,472,,,0,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
337736420,740,150,468,0,54972,756,,,0,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
337740516,740,150,175,0,54972,756,,,0,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
337732324,740,20,87,0,54972,472,,,0,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
337728228,740,250,556,0,54972,1260,,,0,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
337859300,740,2000,556,0,54972,630,,,0,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
337867492,740,150,468,0,54972,630,,,0,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
339817188,740,30,205,0,54972,472,1,1,4,0,0,0,0,3288641,0,0,0,0,0,0,0,0,0
338834148,740,2000,223,0,824581,472,1,1,106,100,100,100,108,3354177,0,0,0,0,0,0,0,0,0
338760420,740,2000,255,0,549721,472,1,1,106,100,100,100,108,3354177,0,0,0,0,0,0,0,0,0
336659177,745,2000,266,0,37077,125,,,0,0,0,0,0,3223185,0,0,0,0,0,0,0,0,0
336663273,745,95,213,0,37077,470,,,0,0,0,0,0,3223185,0,0,0,0,0,0,0,0,0
